sample_id	tissue	sex	delta
GTEX-ZC5H-0326	Muscle - Skeletal	female	0.0938524936699889
GTEX-ZDTS-0526	Muscle - Skeletal	male	0.1195601020507296
GTEX-ZDTT-2326	Muscle - Skeletal	male	0.0487186120570347
GTEX-ZDXO-0326	Muscle - Skeletal	male	0.1862855092405696
GTEX-ZDYS-1726	Muscle - Skeletal	male	0.2299792242852161
GTEX-ZE7O-0326	Muscle - Skeletal	female	0.4501012251899352
GTEX-ZE9C-2326	Muscle - Skeletal	male	0.1002643776876767
GTEX-ZF29-2426	Muscle - Skeletal	female	0.135422252113305
GTEX-ZF2S-2126	Muscle - Skeletal	female	0.2227897609765421
GTEX-ZF3C-0326	Muscle - Skeletal	female	0.1334029889265362
GTEX-ZG7Y-0826	Muscle - Skeletal	male	0.4624665143756521
GTEX-ZGAY-0726	Muscle - Skeletal	female	0.1794115511226617
GTEX-ZLFU-2526	Muscle - Skeletal	male	0.0812909777293484
GTEX-ZLV1-2126	Muscle - Skeletal	female	0.0483982889390575
GTEX-ZLWG-2126	Muscle - Skeletal	female	0.1016781795481304
GTEX-ZPCL-2026	Muscle - Skeletal	female	0.1179388657474812
GTEX-ZPIC-2526	Muscle - Skeletal	female	0.144657806219515
GTEX-ZPU1-2626	Muscle - Skeletal	male	0.2534169796781255
GTEX-ZQG8-1226	Muscle - Skeletal	female	0.1330132953923372
GTEX-ZQUD-1726	Muscle - Skeletal	male	0.0877931467517203
GTEX-ZT9W-2526	Muscle - Skeletal	male	0.057109422833796
GTEX-ZT9X-1826	Muscle - Skeletal	male	0.1545574740075264
GTEX-ZTSS-1826	Muscle - Skeletal	male	0.061543877857558
GTEX-ZTTD-0326	Muscle - Skeletal	male	0.1526688117186954
GTEX-ZU9S-0426	Muscle - Skeletal	male	0.1553528577125537
GTEX-ZUA1-0326	Muscle - Skeletal	male	0.257763071979957
GTEX-ZV68-0526	Muscle - Skeletal	female	0.1051332787775444
GTEX-ZV6S-2126	Muscle - Skeletal	female	0.1714489104147703
GTEX-ZV7C-2426	Muscle - Skeletal	male	0.2448471693441893
GTEX-ZVE1-0526	Muscle - Skeletal	female	0.1626320799355734
GTEX-ZVE2-0626	Muscle - Skeletal	male	0.08613223098707
GTEX-ZVP2-2126	Muscle - Skeletal	male	0.105453887100065
GTEX-ZVT2-2426	Muscle - Skeletal	female	0.1536220662384274
GTEX-ZVT3-0526	Muscle - Skeletal	female	0.1698841071030903
GTEX-ZVT4-0326	Muscle - Skeletal	female	0.1919465573929447
GTEX-ZVZO-0326	Muscle - Skeletal	male	0.1469427236298416
GTEX-ZVZP-2526	Muscle - Skeletal	male	0.1697988918704869
GTEX-ZVZQ-0526	Muscle - Skeletal	female	0.1563171922811204
GTEX-ZWKS-0326	Muscle - Skeletal	male	0.4898262987579962
GTEX-ZXES-2226	Muscle - Skeletal	female	0.118628502580542
GTEX-ZXG5-0326	Muscle - Skeletal	male	0.1389156248017325
GTEX-ZY6K-2026	Muscle - Skeletal	male	0.1775711077231593
GTEX-ZYFC-0526	Muscle - Skeletal	male	0.1845046320930624
GTEX-ZYFD-0326	Muscle - Skeletal	male	0.1648294637481488
GTEX-ZYFG-2426	Muscle - Skeletal	female	0.1446165495574879
GTEX-ZYT6-1626	Muscle - Skeletal	male	0.1330937024900323
GTEX-ZYVF-0626	Muscle - Skeletal	female	0.4611970922084565
GTEX-ZYW4-0526	Muscle - Skeletal	male	0.1299692473082128
GTEX-ZYWO-2626	Muscle - Skeletal	female	0.1601927400728059
GTEX-ZYY3-0526	Muscle - Skeletal	female	0.1009043940094898
GTEX-ZZPT-0626	Muscle - Skeletal	male	0.4602632219737653
GTEX-1117F-0326	Nerve - Tibial	female	0.1242008426304339
GTEX-111CU-2226	Nerve - Tibial	male	0.1184328256188781
GTEX-111FC-0526	Nerve - Tibial	male	0.1973424901690388
GTEX-111VG-2526	Nerve - Tibial	male	0.0893018033326565
GTEX-111YS-2126	Nerve - Tibial	male	0.2093548050948613
GTEX-1122O-2226	Nerve - Tibial	female	0.132724325427691
GTEX-1128S-2226	Nerve - Tibial	female	0.1044986436362084
GTEX-113IC-0526	Nerve - Tibial	male	0.1562971886122667
GTEX-113JC-2426	Nerve - Tibial	female	0.1135652383424017
GTEX-117XS-2626	Nerve - Tibial	male	0.1642853615181235
GTEX-117YW-2526	Nerve - Tibial	male	0.221660263117371
GTEX-117YX-2426	Nerve - Tibial	male	0.0579414857126434
GTEX-1192W-2826	Nerve - Tibial	male	0.1112417571334949
GTEX-1192X-0326	Nerve - Tibial	male	0.1040353553964082
GTEX-11DXW-0426	Nerve - Tibial	male	0.0731926385933357
GTEX-11DXX-2526	Nerve - Tibial	female	0.2046073322852699
GTEX-11DXY-2826	Nerve - Tibial	male	0.0816109978874503
GTEX-11DXZ-2526	Nerve - Tibial	male	0.0588954048562287
GTEX-11DYG-0426	Nerve - Tibial	male	0.1028175205018185
GTEX-11DZ1-1026	Nerve - Tibial	male	0.2205992444746298
GTEX-11EI6-0426	Nerve - Tibial	male	0.1501957214779249
GTEX-11EMC-2726	Nerve - Tibial	female	0.1295173349041978
GTEX-11EQ8-0326	Nerve - Tibial	male	0.0769660719133596
GTEX-11EQ9-2326	Nerve - Tibial	male	0.0600855354300733
GTEX-11GS4-2826	Nerve - Tibial	male	0.092546073042577
GTEX-11GSO-2626	Nerve - Tibial	male	0.1283903281913666
GTEX-11GSP-2826	Nerve - Tibial	female	0.1284914675050517
GTEX-11H98-0426	Nerve - Tibial	male	0.0836452338330189
GTEX-11I78-2526	Nerve - Tibial	female	0.1001976849318263
GTEX-11ILO-0426	Nerve - Tibial	female	0.1395308815713224
GTEX-11LCK-1326	Nerve - Tibial	male	0.083388539814811
GTEX-11NUK-0426	Nerve - Tibial	male	0.1686659015162979
GTEX-11NV4-0426	Nerve - Tibial	male	0.1414974212542623
GTEX-11O72-0526	Nerve - Tibial	male	0.1117772246674964
GTEX-11OC5-0526	Nerve - Tibial	male	0.0932226586505791
GTEX-11OF3-2726	Nerve - Tibial	male	0.1223458381594518
GTEX-11ONC-2326	Nerve - Tibial	male	0.1466289439195154
GTEX-11P7K-2226	Nerve - Tibial	male	0.066926928601488
GTEX-11P81-2626	Nerve - Tibial	female	0.2149148934589591
GTEX-11PRG-0126	Nerve - Tibial	male	0.1031194579208923
GTEX-11TTK-0426	Nerve - Tibial	female	0.047364577829893
GTEX-11TUW-2826	Nerve - Tibial	male	0.1744122463342818
GTEX-11UD1-0426	Nerve - Tibial	female	0.2698236396835011
GTEX-11WQC-2826	Nerve - Tibial	male	0.1143114616817599
GTEX-11WQK-0826	Nerve - Tibial	male	0.4564080480152654
GTEX-11XUK-2326	Nerve - Tibial	female	0.095307711254937
GTEX-11ZTS-0426	Nerve - Tibial	female	0.5633570765445591
GTEX-11ZTT-2826	Nerve - Tibial	female	0.1167406028563365
GTEX-11ZU8-2626	Nerve - Tibial	male	0.1735442068389164
GTEX-11ZUS-1226	Nerve - Tibial	male	0.0798568723587083
GTEX-11ZVC-2826	Nerve - Tibial	female	0.1153763331256128
GTEX-1211K-2326	Nerve - Tibial	female	0.0848792634547654
GTEX-1212Z-2726	Nerve - Tibial	male	0.1237329270412228
GTEX-12584-0326	Nerve - Tibial	male	0.0770571310895785
GTEX-12696-2626	Nerve - Tibial	male	0.1047441094706194
GTEX-1269C-2926	Nerve - Tibial	female	0.1964050697482657
GTEX-12BJ1-2626	Nerve - Tibial	male	0.1463848621381976
GTEX-12KS4-1126	Nerve - Tibial	male	0.0518946901745101
GTEX-12WS9-0426	Nerve - Tibial	female	0.2332858059186729
GTEX-12WSA-0526	Nerve - Tibial	male	0.1128444618839701
GTEX-12WSB-0426	Nerve - Tibial	female	0.1089088667602445
GTEX-12WSC-0426	Nerve - Tibial	male	0.0909115954394766
GTEX-12WSD-0326	Nerve - Tibial	female	0.1191640992446795
GTEX-12WSF-0426	Nerve - Tibial	male	0.0989601829843501
GTEX-12WSG-2726	Nerve - Tibial	female	0.1770498678978266
GTEX-12WSH-2726	Nerve - Tibial	male	0.1303907071766053
GTEX-12WSI-2726	Nerve - Tibial	male	0.0866073834656544
GTEX-12WSJ-2026	Nerve - Tibial	female	0.1998927226324103
GTEX-12WSK-2626	Nerve - Tibial	female	0.0769285065185753
GTEX-12WSL-2826	Nerve - Tibial	male	0.1060013806679721
GTEX-12WSM-0426	Nerve - Tibial	male	0.1759231854732086
GTEX-12WSN-2626	Nerve - Tibial	male	0.1694359394809961
GTEX-12ZZW-0326	Nerve - Tibial	male	0.2184590434356236
GTEX-12ZZX-0426	Nerve - Tibial	female	0.1466551252645416
GTEX-12ZZY-0426	Nerve - Tibial	male	0.1359401828308485
GTEX-12ZZZ-0326	Nerve - Tibial	male	0.0720894635380711
GTEX-13111-2026	Nerve - Tibial	male	0.1416822944890521
GTEX-13112-2426	Nerve - Tibial	male	0.1235345709321305
GTEX-13113-2026	Nerve - Tibial	female	0.2176180437921311
GTEX-1313W-0326	Nerve - Tibial	female	0.1507884746508501
GTEX-1314G-1826	Nerve - Tibial	male	0.1034123508104642
GTEX-131XE-2526	Nerve - Tibial	male	0.2033073844889613
GTEX-131XF-2426	Nerve - Tibial	male	0.1089924464035713
GTEX-131XG-2526	Nerve - Tibial	female	0.1887231312300066
GTEX-131XH-2526	Nerve - Tibial	male	0.1150037789492462
GTEX-131XW-0126	Nerve - Tibial	female	0.1420077480583484
GTEX-131YS-0326	Nerve - Tibial	female	0.1584854513088101
GTEX-132AR-0626	Nerve - Tibial	female	0.1316431702794916
GTEX-132NY-0526	Nerve - Tibial	male	0.1095531283570261
GTEX-132Q8-0426	Nerve - Tibial	male	0.0770071031664922
GTEX-132QS-2426	Nerve - Tibial	male	0.1050348197387315
GTEX-1339X-2726	Nerve - Tibial	male	0.1252886194079929
GTEX-1399Q-2626	Nerve - Tibial	male	0.1155855500663808
GTEX-1399R-2426	Nerve - Tibial	male	0.1592074407294896
GTEX-1399S-2426	Nerve - Tibial	female	0.2010766495967911
GTEX-1399T-2526	Nerve - Tibial	male	0.0933281415539719
GTEX-1399U-2626	Nerve - Tibial	female	0.0973544624706915
GTEX-139D8-0126	Nerve - Tibial	female	0.3952276679408139
GTEX-139T4-0426	Nerve - Tibial	female	0.204264285466943
GTEX-139T6-1726	Nerve - Tibial	male	0.1156930084926069
GTEX-139T8-0326	Nerve - Tibial	male	0.1657348455413104
GTEX-139TS-2526	Nerve - Tibial	male	0.0686038653476217
GTEX-139TT-0326	Nerve - Tibial	male	0.1181600925080683
GTEX-139TU-0326	Nerve - Tibial	male	0.1499377903158364
GTEX-139UC-2826	Nerve - Tibial	male	0.2150726739700451
GTEX-139UW-2426	Nerve - Tibial	male	0.0973596718477212
GTEX-139YR-2626	Nerve - Tibial	male	0.1290337930310676
GTEX-13CF2-2826	Nerve - Tibial	male	0.0594676628671745
GTEX-13CF3-2026	Nerve - Tibial	female	0.0886693453817542
GTEX-13CIG-0526	Nerve - Tibial	male	0.1222679940430769
GTEX-13CZV-0426	Nerve - Tibial	male	0.0971723523019225
GTEX-13D11-2626	Nerve - Tibial	female	0.129273585077581
GTEX-13FH7-2426	Nerve - Tibial	female	0.1082252907151098
GTEX-13FHO-0526	Nerve - Tibial	male	0.0994666991080708
GTEX-13FHP-0326	Nerve - Tibial	male	0.0813646384595976
GTEX-13FLV-2326	Nerve - Tibial	male	0.1841601303261833
GTEX-13FLW-2026	Nerve - Tibial	male	0.1046339051693805
GTEX-13FTW-2426	Nerve - Tibial	male	0.1232103196994784
GTEX-13FTY-0326	Nerve - Tibial	female	0.1368851091836028
GTEX-13FTZ-2026	Nerve - Tibial	male	0.0703564781443875
GTEX-13FXS-0426	Nerve - Tibial	male	0.1378431851315059
GTEX-13G51-2826	Nerve - Tibial	male	0.1186341389424117
GTEX-13IVO-0426	Nerve - Tibial	male	0.0732656155135788
GTEX-13JUV-2526	Nerve - Tibial	female	0.0485931547290121
GTEX-13JVG-0526	Nerve - Tibial	male	0.1783733946467834
GTEX-13N11-2826	Nerve - Tibial	female	0.0732690509540889
GTEX-13N1W-0426	Nerve - Tibial	male	0.0943809128947207
GTEX-13N2G-2426	Nerve - Tibial	male	0.063269677816706
GTEX-13NYB-2826	Nerve - Tibial	male	0.1062652921068157
GTEX-13NYC-0626	Nerve - Tibial	male	0.0853884346194726
GTEX-13NYS-0426	Nerve - Tibial	male	0.1293852609466174
GTEX-13NZ8-1526	Nerve - Tibial	female	0.25021733560449
GTEX-13NZ9-0726	Nerve - Tibial	male	0.0913498626621955
GTEX-13NZA-0326	Nerve - Tibial	male	0.16663215304493
GTEX-13NZB-2326	Nerve - Tibial	male	0.1830724560276509
GTEX-13O1R-0426	Nerve - Tibial	male	0.1002796528091597
GTEX-13O21-1826	Nerve - Tibial	male	0.1403104549908183
GTEX-13O3O-0326	Nerve - Tibial	female	0.1142029450406157
GTEX-13O3P-0326	Nerve - Tibial	male	0.2057476004613646
GTEX-13O3Q-2626	Nerve - Tibial	male	0.0246084442682539
GTEX-13O61-2626	Nerve - Tibial	male	0.0951216348808337
GTEX-13OVG-2226	Nerve - Tibial	male	0.1396068402744767
GTEX-13OVH-0326	Nerve - Tibial	male	0.1094265803502403
GTEX-13OVI-1526	Nerve - Tibial	female	0.1726962895563885
GTEX-13OVJ-0426	Nerve - Tibial	female	0.1592763642823973
GTEX-13OVK-1626	Nerve - Tibial	male	0.1370632547065179
GTEX-13OVL-1526	Nerve - Tibial	male	0.0927131759556992
GTEX-13OW5-0526	Nerve - Tibial	male	0.1265335746847669
GTEX-13OW6-0226	Nerve - Tibial	male	0.1896867708118682
GTEX-13OW7-0526	Nerve - Tibial	male	0.1350123916163215
GTEX-13OW8-1526	Nerve - Tibial	male	0.1384304357476353
GTEX-13PDP-0426	Nerve - Tibial	male	0.0777768909220431
GTEX-13PL6-0426	Nerve - Tibial	female	0.0798097264566655
GTEX-13PL7-1926	Nerve - Tibial	female	0.0972801473396187
GTEX-13PLJ-0426	Nerve - Tibial	female	0.1899466039939676
GTEX-13PVQ-0426	Nerve - Tibial	male	0.1209354354981808
GTEX-13PVR-2626	Nerve - Tibial	female	0.1170259540902954
GTEX-13QBU-2326	Nerve - Tibial	female	0.1183524780913073
GTEX-13QIC-1426	Nerve - Tibial	female	0.0970528642810678
GTEX-13QJ3-0526	Nerve - Tibial	male	0.1451328981613652
GTEX-13QJC-2426	Nerve - Tibial	female	0.1547490273284577
GTEX-13RTJ-2826	Nerve - Tibial	male	0.1224999253947486
GTEX-13RTL-0526	Nerve - Tibial	male	0.1471424816069949
GTEX-13S7M-0426	Nerve - Tibial	female	0.0771293993454456
GTEX-13S86-2426	Nerve - Tibial	male	0.1170723943223668
GTEX-13SLW-0426	Nerve - Tibial	male	0.1584011162596464
GTEX-13SLX-0126	Nerve - Tibial	female	0.125510787069708
GTEX-13U4I-0326	Nerve - Tibial	female	0.1351414516789909
GTEX-13VXU-0426	Nerve - Tibial	male	0.1138252795138469
GTEX-13W3W-2726	Nerve - Tibial	female	0.0735093739219079
GTEX-13W46-0526	Nerve - Tibial	male	0.198314298642699
GTEX-13X6H-2426	Nerve - Tibial	female	0.1291014392511054
GTEX-13X6I-0126	Nerve - Tibial	male	0.0810544038976943
GTEX-13X6J-0426	Nerve - Tibial	male	0.0939288436385933
GTEX-13X6K-0426	Nerve - Tibial	female	0.1012694905569669
GTEX-13YAN-0626	Nerve - Tibial	male	0.1132757460467659
GTEX-1445S-0326	Nerve - Tibial	male	0.104927973877252
GTEX-144FL-0426	Nerve - Tibial	male	0.1595954849865749
GTEX-144GL-0426	Nerve - Tibial	male	0.128635586065145
GTEX-144GN-2526	Nerve - Tibial	male	0.0882983255927463
GTEX-144GO-0926	Nerve - Tibial	male	0.1456215078133095
GTEX-145LS-0326	Nerve - Tibial	female	0.0834515765508079
GTEX-145LT-1926	Nerve - Tibial	male	0.1339302471737575
GTEX-145LU-0726	Nerve - Tibial	male	0.1346181385015593
GTEX-145LV-2526	Nerve - Tibial	male	0.279982656075409
GTEX-145ME-2126	Nerve - Tibial	female	0.0697989088074865
GTEX-145MF-0326	Nerve - Tibial	male	0.099250025405957
GTEX-145MG-0426	Nerve - Tibial	male	0.1109197674224652
GTEX-145MH-1426	Nerve - Tibial	male	0.0898525947476656
GTEX-145MI-0226	Nerve - Tibial	female	0.0930663089893256
GTEX-145MN-2526	Nerve - Tibial	male	0.3797728880464875
GTEX-145MO-0526	Nerve - Tibial	male	0.0923765904471914
GTEX-146FH-0326	Nerve - Tibial	female	0.1202367335893982
GTEX-146FQ-0426	Nerve - Tibial	male	0.0736974328098005
GTEX-146FR-1426	Nerve - Tibial	female	0.1111725797278248
GTEX-14753-0126	Nerve - Tibial	male	0.0692591759667718
GTEX-1477Z-1526	Nerve - Tibial	male	0.0913572512521254
GTEX-147F3-0326	Nerve - Tibial	female	0.0546979688093104
GTEX-147F4-0426	Nerve - Tibial	male	0.1917059213805317
GTEX-147GR-0226	Nerve - Tibial	male	0.1666027472694708
GTEX-147JS-0626	Nerve - Tibial	male	0.0632149048231454
GTEX-148VI-1826	Nerve - Tibial	female	0.0580091740189334
GTEX-148VJ-0526	Nerve - Tibial	male	0.0906284454554237
GTEX-1497J-2226	Nerve - Tibial	male	0.1850333815692453
GTEX-14A5H-0126	Nerve - Tibial	male	0.0751331427760692
GTEX-14A5I-0426	Nerve - Tibial	female	0.068185776744286
GTEX-14A6H-2626	Nerve - Tibial	male	0.0134788347011799
GTEX-14ABY-0426	Nerve - Tibial	male	0.1041320727873848
GTEX-14AS3-2226	Nerve - Tibial	female	0.0688175199491754
GTEX-14ASI-0326	Nerve - Tibial	male	0.1260153583713333
GTEX-14B4R-1826	Nerve - Tibial	male	0.0625159789413487
GTEX-14BIL-0426	Nerve - Tibial	male	0.0667678167183833
GTEX-14BIM-0426	Nerve - Tibial	female	0.0249058986174288
GTEX-14BIN-0826	Nerve - Tibial	female	0.0340639952829736
GTEX-14BMV-0426	Nerve - Tibial	male	0.1195672975804987
GTEX-14C38-0626	Nerve - Tibial	male	0.0597570090221123
GTEX-14C39-2726	Nerve - Tibial	male	0.1392563091170765
GTEX-14C5O-0426	Nerve - Tibial	male	0.0670830150709677
GTEX-14DAQ-0426	Nerve - Tibial	female	0.0839196610172635
GTEX-14DAR-2226	Nerve - Tibial	male	0.121892068939011
GTEX-14E1K-2426	Nerve - Tibial	male	0.113587938885351
GTEX-14E6C-1026	Nerve - Tibial	male	0.0886542655223065
GTEX-14E6D-0526	Nerve - Tibial	male	0.0777523766233141
GTEX-14E6E-2226	Nerve - Tibial	male	0.0361409162789167
GTEX-14E7W-0426	Nerve - Tibial	male	0.1065665381613089
GTEX-14H4A-0826	Nerve - Tibial	female	0.0304600331647336
GTEX-14ICK-0526	Nerve - Tibial	male	0.1952625269396437
GTEX-14ICL-1726	Nerve - Tibial	male	0.1357098084590782
GTEX-14JFF-0426	Nerve - Tibial	male	0.1636887920093042
GTEX-14JG1-0226	Nerve - Tibial	male	0.0958269229306618
GTEX-14JG6-1926	Nerve - Tibial	female	0.0524764635588853
GTEX-14JIY-0326	Nerve - Tibial	male	0.1443608434572911
GTEX-14LLW-0326	Nerve - Tibial	female	0.0437490786561967
GTEX-14LZ3-0426	Nerve - Tibial	female	0.0854032380931607
GTEX-14PHW-0526	Nerve - Tibial	female	0.1852547089270231
GTEX-14PHX-2526	Nerve - Tibial	male	0.1264993183595342
GTEX-14PHY-2626	Nerve - Tibial	female	0.1823070634476287
GTEX-14PII-0426	Nerve - Tibial	male	0.1208118339092449
GTEX-14PJ2-0426	Nerve - Tibial	male	0.1101969820648383
GTEX-14PJ3-2226	Nerve - Tibial	male	0.0851833344905905
GTEX-14PJ4-2526	Nerve - Tibial	male	0.0893691323259668
GTEX-14PJ5-1826	Nerve - Tibial	female	0.109826678398771
GTEX-14PJ6-2426	Nerve - Tibial	female	0.0633574724345955
GTEX-14PJM-0526	Nerve - Tibial	female	0.1788725409342814
GTEX-14PJN-2326	Nerve - Tibial	male	0.0402254253628046
GTEX-14PJO-0326	Nerve - Tibial	male	0.0855986938363772
GTEX-14PK6-2226	Nerve - Tibial	female	0.1221446482548773
GTEX-14PKU-2026	Nerve - Tibial	female	-0.0055314532475624
GTEX-14PN3-2626	Nerve - Tibial	female	0.190136249109838
GTEX-14PN4-0526	Nerve - Tibial	male	0.1121334637449998
GTEX-14PQA-0326	Nerve - Tibial	female	0.1403625847400026
GTEX-14XAO-2426	Nerve - Tibial	female	0.1722029984928423
GTEX-15CHC-2526	Nerve - Tibial	female	0.0790304189478093
GTEX-15CHQ-0526	Nerve - Tibial	male	0.1549090132331758
GTEX-15CHR-2526	Nerve - Tibial	male	0.1565319858319781
GTEX-15CHS-0326	Nerve - Tibial	male	0.0891889966050976
GTEX-15D1Q-1126	Nerve - Tibial	male	0.1271503503925713
GTEX-15D79-0326	Nerve - Tibial	male	0.1701317838654907
GTEX-15DCD-0426	Nerve - Tibial	female	0.0704175376593113
GTEX-15DDE-0326	Nerve - Tibial	female	0.0816913992108334
GTEX-15DYW-0326	Nerve - Tibial	female	0.0968489503900512
GTEX-15DZA-2126	Nerve - Tibial	female	0.07118369285762
GTEX-15EO6-2626	Nerve - Tibial	male	0.1044019568715027
GTEX-15ETS-2526	Nerve - Tibial	female	0.3946602661375467
GTEX-15EU6-0626	Nerve - Tibial	male	0.0787794823308481
GTEX-15F5U-1926	Nerve - Tibial	male	0.056128522346131
GTEX-15FZZ-1926	Nerve - Tibial	female	0.0428218115735621
GTEX-15G19-0326	Nerve - Tibial	male	0.0836845662673249
GTEX-15G1A-2426	Nerve - Tibial	male	0.170341597341662
GTEX-15RIE-2526	Nerve - Tibial	male	0.09140638082429
GTEX-15RIG-0526	Nerve - Tibial	male	0.0282625242698641
GTEX-15RJ7-2526	Nerve - Tibial	male	0.1421357969036263
GTEX-15RJE-0426	Nerve - Tibial	male	0.3150062541305738
GTEX-15SB6-1926	Nerve - Tibial	female	0.1313572451833411
GTEX-15SDE-2626	Nerve - Tibial	female	0.0833833513277799
GTEX-15SHU-0326	Nerve - Tibial	female	0.063503746919036
GTEX-15SHV-2626	Nerve - Tibial	male	0.0760542618429601
GTEX-15SHW-0526	Nerve - Tibial	male	0.1440465854586172
GTEX-15SKB-0426	Nerve - Tibial	male	0.1694410767866753
GTEX-15SZO-0326	Nerve - Tibial	male	0.0836920075245888
GTEX-15TU5-0426	Nerve - Tibial	male	0.1113490373101686
GTEX-15UF6-0626	Nerve - Tibial	female	0.1162656199646796
GTEX-15UF7-2426	Nerve - Tibial	male	0.0903348584216194
GTEX-169BO-1726	Nerve - Tibial	male	0.1617092891457207
GTEX-16A39-2126	Nerve - Tibial	female	0.1008460378817674
GTEX-16AAH-2126	Nerve - Tibial	male	0.0784667955409431
GTEX-16BQI-0626	Nerve - Tibial	female	0.1590845991289434
GTEX-16GPK-0326	Nerve - Tibial	male	0.0715165721506017
GTEX-16MT8-0226	Nerve - Tibial	female	0.0437698895125094
GTEX-16MT9-0226	Nerve - Tibial	female	0.1435470959383558
GTEX-16MTA-1826	Nerve - Tibial	male	0.0335927420702811
GTEX-16NFA-2526	Nerve - Tibial	male	0.0855084038914417
GTEX-16NGA-2026	Nerve - Tibial	female	0.0603644035596832
GTEX-16NPV-0426	Nerve - Tibial	female	0.0751821919084778
GTEX-16NPX-0426	Nerve - Tibial	male	0.0933452710389208
GTEX-16XZY-2326	Nerve - Tibial	male	0.1947731019307755
GTEX-16XZZ-0326	Nerve - Tibial	male	0.0738385941268917
GTEX-16YQH-0526	Nerve - Tibial	male	0.0328422782065541
GTEX-16Z82-0526	Nerve - Tibial	male	0.0475992160748358
GTEX-178AV-1826	Nerve - Tibial	male	0.1019892425107538
GTEX-17EVP-1126	Nerve - Tibial	male	0.0871715496556332
GTEX-17EVQ-1026	Nerve - Tibial	male	0.0788787308915237
GTEX-17F96-0326	Nerve - Tibial	male	0.1323622034338418
GTEX-17F97-0126	Nerve - Tibial	male	0.1649097713919755
GTEX-17F98-0826	Nerve - Tibial	female	0.0298247516555089
GTEX-17F9E-0426	Nerve - Tibial	male	0.1007572240485401
GTEX-17F9Y-0926	Nerve - Tibial	female	0.0518781044990382
GTEX-17GQL-2126	Nerve - Tibial	male	0.3435821151466507
GTEX-17HG3-2526	Nerve - Tibial	female	0.0827223015887914
GTEX-17HGU-0426	Nerve - Tibial	male	0.1171231370199246
GTEX-17HHE-2226	Nerve - Tibial	male	0.13948612761467
GTEX-17HHY-0626	Nerve - Tibial	male	0.0815097291092793
GTEX-17HII-0526	Nerve - Tibial	male	0.0852181642494978
GTEX-17JCI-0426	Nerve - Tibial	female	0.0659536394333684
GTEX-17KNJ-2626	Nerve - Tibial	male	0.1194229170645706
GTEX-17MF6-0426	Nerve - Tibial	male	0.0698924437210437
GTEX-183WM-0526	Nerve - Tibial	female	0.1458628031525632
GTEX-18464-0526	Nerve - Tibial	male	0.1908452569642303
GTEX-18465-0526	Nerve - Tibial	male	0.106311072199306
GTEX-18A66-0426	Nerve - Tibial	male	0.1869098099015148
GTEX-18A67-0426	Nerve - Tibial	male	0.1559407127144713
GTEX-18A6Q-0426	Nerve - Tibial	male	0.1457513341133967
GTEX-18A7A-0426	Nerve - Tibial	female	0.0646756069833836
GTEX-18A7B-0426	Nerve - Tibial	male	0.2019949496510956
GTEX-18D9A-1726	Nerve - Tibial	female	0.0710958434467043
GTEX-18D9B-0226	Nerve - Tibial	male	0.2317791574598831
GTEX-18D9U-0826	Nerve - Tibial	male	0.0465846929620419
GTEX-18QFQ-0426	Nerve - Tibial	male	0.07858606406794
GTEX-19HZE-0626	Nerve - Tibial	female	0.1264263694341654
GTEX-1A32A-0326	Nerve - Tibial	female	0.1379668093609841
GTEX-1A3MV-2326	Nerve - Tibial	male	0.0775816404016583
GTEX-1A3MW-0326	Nerve - Tibial	female	0.122541114887323
GTEX-1A3MX-0326	Nerve - Tibial	male	0.1312366839723134
GTEX-1A8FM-0326	Nerve - Tibial	female	0.1711229260881658
GTEX-1A8G6-0326	Nerve - Tibial	male	0.1123535920675316
GTEX-1A8G7-0526	Nerve - Tibial	male	0.0629668815239853
GTEX-1AMEY-1626	Nerve - Tibial	female	0.0201990612659115
GTEX-1AMFI-2326	Nerve - Tibial	female	0.1079113810342681
GTEX-1AX8Y-2326	Nerve - Tibial	male	0.1470144230703688
GTEX-1AX8Z-0426	Nerve - Tibial	male	0.1040944439034292
GTEX-1AX9I-0426	Nerve - Tibial	male	0.1484276834664892
GTEX-1AX9J-0526	Nerve - Tibial	male	0.1006722884933473
GTEX-1AX9K-2526	Nerve - Tibial	male	0.11496025977242
GTEX-1AYCT-2026	Nerve - Tibial	male	0.1458163410241432
GTEX-1AYD5-2026	Nerve - Tibial	male	0.6173290011597183
GTEX-1B8KE-2426	Nerve - Tibial	male	0.0860150993388568
GTEX-1B8KZ-2326	Nerve - Tibial	male	0.1326099524237134
GTEX-1B8L1-2926	Nerve - Tibial	male	0.1016704356917627
GTEX-1B8SF-0326	Nerve - Tibial	male	0.0817365516380947
GTEX-1B8SG-0426	Nerve - Tibial	male	0.1218585964840182
GTEX-1B932-0326	Nerve - Tibial	female	0.0826040282202467
GTEX-1B933-0226	Nerve - Tibial	female	0.1444478897686861
GTEX-1B97I-1826	Nerve - Tibial	male	0.1598383901106546
GTEX-1B97J-1326	Nerve - Tibial	female	0.0821276171283292
GTEX-1B98T-0426	Nerve - Tibial	male	0.0882431660656533
GTEX-1B996-0526	Nerve - Tibial	male	0.1786177972337018
GTEX-1BAJH-0326	Nerve - Tibial	male	0.034989143454314
GTEX-1C2JI-2026	Nerve - Tibial	male	0.1727326931544476
GTEX-1C475-2026	Nerve - Tibial	female	0.0539928217500786
